content,y_pred,y_test
God Damn !! Ok ... How about Peter Duncan then ?,0,1
 how many glasses of water do you drink a day?,0,0
Welkom ! Dat Apple freak deed me besluiten je maar te volgen :),1,1
lol kevin bought me damn near nothing and we dated for over 10 months. my life sucks.,1,1
damn it man  don't let them see how much we like it  they will stop :-p @kellidunlap is so gonna push me down a hill for that,0,0
  my parents,0,0
tell your mom that i wear this poncho because she's being a BITCH! Or don't.,0,0
Brave and controversial actions in public are always met with a good amount fucking stupidity in opinions devoid of any knowledge.,0,0
Praise the lord. That show is trash. Don't think you even have to be a nerd to realize that the show is so out of touch with tech,0,0
so do I! But its the task of getting off my ass and going to get it. Gahh,1,1
 What was the best concert you went to?,0,0
 do u wana be justins gf?,0,0
  GOD,0,0
That sucks dude!,1,1
  What are you talking about? Haha,0,0
Drobo kicks ass man  I love mine!,0,0
 TABIAHHHH...,0,0
An appropriate tweet  considering the cock measuring. Shall we do it over you?,1,0
yey for drunkenness! fuck drunk dialing or drunk texting! its all about the drunk tweeting!,1,1
- Fuck yeah!,1,1
 yup yup. same grade as you too.,0,0
 Do you crack your knuckles?,0,0
not w/ praline  yo. damn. pure defecation on my breakfast.,0,0
LOL- I know how much u hate traffic- just know it was 10 times worse last night :),1,1
I hate the Panthers man!!! My cuz is a huge Panthers fan and I love to see him suffer when they lose... Lol,0,0
  yeshhh,0,0
my UFC wannabe cousins and I do the same thing!,0,0
oh god  we have an icp display in our window  and weve been getting so many fucking juggalos and they smell sooo bad.,1,1
 Do you wear a watch?,0,0
(cont) I say  the whole sheet costs $8.40... buy one of each and get the fuck out of my way!,1,1
"there you go...that's damn good to start. He's now branding himself  but he needs not to engage in worthless ""beef""",0,0
Fat Tire. Steak Taquitos. RocketTransfer.com. AJ's on Court in DSM.,1,1
 whos your favoroute band?r A: ITS SHORT STACK OMG!!!r is it really?r YES!!! no really tell me?,0,0
DAMN! I'll wait a month before I send mine for a critique! LOL,1,1
 hi!how are you?thanks for spamming,0,0
  No i havent' but i would love to be a zombie in a movie someday :P and yes i model a little bit here and there. havent lately much though :/,0,0
 Are you so in love with yourself?,0,0
wow i looked at the tinyurl of Barack Obama that you put up.... I am disgusted too  that such revolting hate is so prevalent..,1,1
 yuh got yer nosee piercedd!!,0,0
then eat  ass! Don't eat ass though  just eat...you ass,1,1
  kaylas house..................oh yer i went there lol jks...ily kayla:) lol.,0,0
"You've got 5"" of snow?  Damn.  I'm jealous.",1,1
 i guarantee you guys wont be going out by the end of summer..,0,1
 Do you have any weird habits?,0,0
 if you had to remove a part of your body bec. it has cancer cells.. what part of your body would you choose? why?,0,0
  Suree :),0,0
"""HOLY FUCKING SHIT THIS IS A RIP OFF OF ""foolin'"" BY DEF LEPPARD HAHAHAHAHAHAHhaahahhahaa fucking gay""",1,1
"says ""ahaha thankss. my auntie kim always says it grassy ass=] she's amazing.""",1,1
 aw  shucks. you did all the hard work. Still  good luck with all that  man. Moving is a real son of a bitch.  Happy New Year.,0,0
Love hate?,1,1
  have to,0,0
 Did u watch bieber on oprah?,0,0
http://tinyurl.com/6dunlq  hate me for it later  but it's not bad,0,1
http://tinyurl.com/6dunlq  hate me for it later  but it's not bad,0,1
 What&;s your favorite John Hughes film?  (80&;s film director),0,0
Damn...Just been Bad Luck For you lately My Boy hope things turn around for you.....,0,0
damn it.,1,1
"SEND MO NEY....LOT'S OF MO NEY  Roflmao""",0,0
Damn right I do.  :),0,0
 your a fagggggg,0,1
Kick ass!,0,1
you smell like the insides of a beluga whale's forehead,1,1
fuck betty she killed me...,1,1
 can you cook?,0,0
ugh  I KNOW -- there isn't one!! And I hate when I go into a post  and click it -- it just opens the jpg! YUCK!,1,1
  hahahahaha http://lmgtfy.com/?q=What+is+a+dero%3F,0,0
 i love you tabi your beautiful  and the &;&;people&;&; saying that is actually one persone hahahahahah so dont worry about it  you didnt even do anything in the first place :),0,0
 Do you know what boricua/moricua/morena mean?:,0,0
 you&;re fucking pathetic,0,1
I'll hate it  because I've been using 55N-40W-170N-OliveW to get to work every morning. Now it'll be back to using 270N  ick.,0,0
  no i am tabitha jai locascio  im pretty sure this cheyenne is a fake  so please send me a link so i can check it out  i have amyspace and a facebook.,0,0
  My bestest.,0,0
the miracle was getting the fucking hooves out,0,0
Hey thanks.  Still can't re-watch it.  I hate myself on video!,0,0
you bet your sweet ass you will!,1,1
Quit the gay ex and you wouldt sleep so much,1,1
It's just so damn cute. even the ghosties that KILL YOU OVER AND OVER AND OVER AND OVER.... *ahem* are cute.,0,0
 I love you tabi!!!!,0,0
cause i just need to get my mind away from all the bullshit out here..im bousta say fuck doin music...just promote others...,1,1
yea dani thats kind of gay sorry to tel u lol,1,1
You tell them to Fuck Off. They'll listen,1,1
Agreed! I hate internet explorer!,0,0
 how can we make a big difference in this world?,0,0
 andrew once again stop talking to MY friends. nobody likes you. you think your hot shit and thats whats annoying. bye failed rapist :),0,1
 Who is the most annoying celebrity?,0,0
Damn. Didn't see that one coming. I must be getting old. &lt;3 U 2  btw.,1,1
  i'd say honesty,0,0
"Perhaps I will send you a link to one of my ""fat"" pictures so you can see what I used to look like. HORROR",0,0
damn! Ok look  make the stripper pole look like a knitting needle and impale a stripper granny on it. That's the only way.,1,1
  hmm..depended on how much and where i was at the time. but if it happened now and where im at in my life currently  I would buy a used car for my bf and then pay the rest of rent off for the year. hahaha,0,0
those damn kids ruin it for all of us!,0,0
For the record  it's fucking freezing...,0,0
  Awwhhh!!!Thank yuh Jacob ur really nice!!! Might be my new bestie <33 Thank YUH SO MUCH!,0,0
next PAX there should be a nerd hockey game for charity.,0,0
What shall we call this gang? Initiation rights must begin with downing a Fail Whale.,0,1
sure you can  I'll hide the flashlight. go emo go!,1,1
I hate flight delays. Hope you make it back safe! Btw where 2 email u the release for approval? Says you're judging the contest.,0,0
Fuck that  this hot winter is awesome.,0,0
lord knows with my name Ive been called many damn variations..But ok truce..Put my Z back. U get ur slithering S's *cuts eye*,0,0
of course @bapper is cold..he eats picked radishes all winter..if he had some whale meat he'd be fine..,1,1
...they're fucking jeans.,0,0
I have no idea why I live here. It sucks in the winter.,1,1
he must have found out that you are an internet celeb.. dad's hate that sort of thing. become a musician :),0,0
I hate it so much! :),0,0
@lastlee...that movie was good...not boring...very gay....but equally good,1,1
oh no  that sucks no computer,0,0
 exactly. ur not hard get the fuck over urself,0,1
then fuck them. go to a mac with an iphone hooked up and jailbreak it. thatll teach em,0,0
 doodle,0,0
 How&;s having like no friend&;s ?,0,1
I think the Standtard is FILLED with imagination. No fucking news  but lots of make believe racist shit.,0,0
I hate that. It's like they watch 2 min & start asking questions that you either answer in the vid or sidebar. Listen & READ people!,0,0
  Haha well your my bestfriend/babieeee nothing else (:,0,0
confessions? i was so horny one time i used a tiny trash bag 2 fuk the block whore. and it bust!!,0,0
 dude you are such a fucken fagget ahahaha,1,1
  Miley's a HOOCHIE! BIEBER ALL THEE WAY GHURL!!or boy!<33,0,0
yikes! glad it wasn't worse i guess  but still sucks. get better and hope the insurance crap goes by quickly and easily,0,0
yes  i do hate that. ;),0,0
Lulz. OK. Internet Explorer sucks.,1,1
What? Yours WORKS? I hate you.,1,1
hey man! You =gay! Lol jk,1,1
 Who do you lyk?,0,0
you must be bored...you are a twitter whore today. ;),1,1
  Haha...when i turn 60 ish ask me this! lol,0,0
I may hate you a lot right now. Please die? :D,0,1
congratu-fucking-lations  miss jenna!,0,0
that sucks - hope you feel better soon.,0,0
You'd god damn well better be an Engineer. all I'm saying.,0,0
 r How much do looks matter to you in a guy/girl?,0,0
sadly i did have ideas stolen  more than once so now i'm a paranoid freak about it ... but I trust you  you like legos.,0,0
  they matter but they aren't the decision.,0,0
and there were only 5 of us.. it was a night that i've already forgotten... damn the alcohol,1,1
ughhh that sucks!!!!   How'd you get back from Sterling?,0,0
People are so fucking pathetic.  CHILDREN! Ughh~,1,1
we gotta fucks w/ that... fuck a coach bag  sheeit looks hella generic  not impressed,0,0
  nope.,0,0
NOT A DAMN THING besides him leaving his macbook pro in my car because he was to lazy to get up and get outta my car,0,0
ps...ur cute...ur good looking  your funny  your a dick  your an ass  your cynical. I LOVE IT!,0,1
that video made me angry & want to PUNCH Shirley Phelps Roeper IN THE FUCKING FACE!!!! MAN I HOPE THEY DIE! SUCH HATE! UNG,1,1
I didn't know you were an avid football watcher. Is that even football? I think it is. Fuck sports.,1,1
 is love really blind? why or why not?,0,0
  well what if i dont have a favorite? what am i supposed to say then? lol,0,0
Well HOT DAMN. Look at you  catching up with the social networking. Next you're gonna tell me you have a Kaboodle!,0,0
 Who&;s better?  Superman or Spiderman?,0,0
 What is your best friend&;s Mom&;s name?,0,0
i'd love to visit (or live) in san diego cause of yr round warm weather. i hate cold so bad. crowds n traf would b my probs there,1,1
This argument sucks so bad bc I'm just trying to say tht NECC is a valuable conference to many people.You SEEM to disagree ;),0,0
No God no. Fuck no. Fucking fuck god no.,1,1
nice. I have a fucking pink couch in my room lol,0,0
nerd!,1,1
don't forget ppl sitting around working in a tshirt/boxers lol. J/K  my wife is a neat freak & believe it or not I kind of am too,0,0
 Do you eat all the servings in the food groups on a daily basis?,0,0
 What is a question you have yet to be asked?,0,0
Yeah  send me ur Wii number and Kart number. Ill send you mine. I will be happy to hand u ur ass in some Kart soon.,0,0
that PC thing is fucking awesome,0,0
  Werewolf -AkA-  Jacob's Pride lol! His good part! lol,0,0
 How many lies do you think you have told in your life time?,0,0
Lucky me  no snow in Hazel Park at least not yet. 2 inches expected . Daily fat burning walk to the end of my driveway  again.,0,0
 any makeup tips? i suck at doing my makeup lol,0,0
 Do you believe in the quote &quot; I&;ll sleep when im dead&;&;?,0,0
  okay.,0,0
Ugh  I really really really hate NBC sometimes.,0,0
girlfriend where the fuck did u find that photo! lmao!,1,1
 If you could lose one emotion  which would you like to lose?,0,0
 What is the one thing in the world that makes you teary eyed?:,0,0
  volleyball,0,0
  yes. love it,0,0
 have you ever swallowed an object by accident?,0,0
  Ikrr that wud be awesome!!! I wish ;D,0,0
Are you ready to TWEETBOOOOOOOOMB!!! *that damn song fades in  just like at sporting events*,0,0
I nominate @benmack for a Shorty Award in #business because he is a bad ass who says it likes he means it.,1,1
Yeah  me too.  If this damn twitter wasn't around  I'd be much more productive.,1,1
  Because I want to ask you questions!!!! DONT DELETE your formspring!! :{,0,0
art IS easy. who the fuck gives A+s?,1,1
want me to cut a bitch for ya?,1,1
Oh my! I'm not even that much of a control freak!,0,0
just because of a dang song. Over it now but damn. Maybe listening to random music while getting ready isn't good/ :o,0,0
 Would you ever wait tables at a restaurant?,0,0
"yo i just listened to ""live and let die"" Werdplay feat. Mic Geronimo..that song is so fucking insane.",0,0
I'm jealous - I get all emo when I lack the season of all natures  sleep. :-),1,1
Thats so fucking stupid for you to say,1,1
Awwww  that sucks!  Well  hope twitter helps!  Have you been on any forums today?,0,0
good fuck that greasy shit!Veggies all day fam!! even seth be on that salad all day.he eat it with his hands but still!!,0,0
Not yet  I hate buying a new phone now because I know that lots of new stuff will be announced in Q1.,0,0
I don't think gay rights groups could force churches into gay marriage  just as churches can't force gays to become straight #tcot,1,1
Thank god you said that-my friends think I'm a freak. Also weird-I have to wear high heels when I play drums or my foot cramps up,0,0
I don't hate you. My last partner was 130 lbs and I got him up to 165 lbs of solid muscle. I hated him 4 looking better than me,1,1
http://twitpic.com/pyb6 - is a very naughty panda  always has her ass up in the air.,0,1
  like 3 months,0,0
Yeah  Band of Brothers just 10 episodes? But damn they are 700Mbs each :'(,0,0
"well  i don't get out to places like that much. the ""big ass"" burger should have been the first clue to the lever of classy tho.",0,0
when i get fat you have no one to blame but yourself.,0,0
damn! good job.,0,0
fuck you  man. you can pick on garden state  but leave pushing daisies alone.,1,1
The guy who runs it is a major dick  underpays or doesn't pay models. He's harassed me and belittled me.,1,1
  No school for me,0,0
 ur not that pretty... and u think that ur the prettiest girl..wow its stupid..,0,1
 Have you ever lost something really important and spent hours looking for it?,0,0
  Heyy Marribbbiii!! lmao! iloveyuhhh muchooo moeee!!!;) are yuh goin tmrw?!,0,0
 Are you a private person or do you openly share your life with people around you?,0,0
 Would you like a massage?,0,0
I don't hate DMing  although the DM's could perhaps have a longer character limit.,0,0
Damn that is so unfair. Where is the version of Firefox for white  slightly balding men.,1,1
Ah. Hate it when a good fantasy team winds down at the end of the season  but it happens quite a bit. No. 1 seed curse. #ffb,0,0
  Last night about 11 o'clock,0,0
hippies hate that stuff... too chemical-y. This is true when used in ENORMOUS amounts.,1,1
 Do you eat cheeseburgers?,0,0
way to damn hard,1,1
http://twitpic.com/vhtp - LOOOOOOL HATE!!!!!!,0,1
I shall eventually. Like after I get home from work tomorrow. Damn 10-4:30 shift that is sort of my sister's but not.,0,0
I hate 2 sound like a nigga but...will there be food? Lol,1,1
Damn it! Now Cody will get one before me!,0,0
ah that sucks. Yeah freshness  even the word is refreshing. Anywho gotta be up early tomorrow  long day at work. Goodnight!,0,0
well now I have to edit myself and you know how I hate that!,1,1
IE 6 is still big because XP is still big  and IE7 sucks in XP,0,0
Ew :( That sucks! I'm sorry.,0,1
talking about how FUCKING LOUD HE IS.,0,0
 Would you rather be rich or famous?,0,0
HOLY FUCKING SHIT!!!!!!!!!!,1,1
No  Joe. I am not gay. This is the 3rd time you've asked. Still straight. Not really the kind of thing that changes wk to wk,0,0
"I still think you should be prouder of the ""Fuck fuck fuck!"" but ""Rock!"" is pretty good. When will you be teaching her ""FUCK YEAH""?",1,1
 you came up with angry gay guy...,0,1
  idgaf,0,0
was just joking...hate people who act that way,1,1
Lol  Nah it sucks  empty inside and boring. :O Like you *sticks tongue out* j/k,0,0
True Hate to see Dre fading out...drop that album already!,0,0
psh I better be getting a damn good tip!,0,0
  when did you ever hear that? haha.i dont even talk to matt.,0,0
"If your next tweet is ""pull my finger"" I swear I'll piss my pants!!!",0,0
 How many times did you and that douche have sex,0,1
church can also suck my dick.,1,1
I hate to ask I should go read more. Coaching for you or do you do coaching?,0,0
 Do you think people talk about you behind your back?,0,0
 haha ok,0,0
You fucking rock =),1,1
Way to go. We even talked (God I hate that word.) about you bringing her(?).,0,0
my weak camera I hate it. I want one of the High-Tech cams. Like the one meldcole uses. His pictures always come out on point,0,0
oh...and I wasn't just calling you a poser either :) http://is.gd/ed5v,1,1
what sucks?,1,0
  Yes. because you think with your heart not your brain  and thats the most dangerous thing you can do. its not using your brain at all?!! Sometimes i wish i had a pair of im in love see past the bullcrap glasses to put on to see a little clearer with days are a little dreary..,0,0
  america is where i want to spend the rest of my life. but i wouldnt mind living in the phillipines for a while  backpack in the european countries for a year or so and then travel around to the southern america countries like peru and aruba to see mayan ruins and jungleness :D I have plenty of place i want to see. Egypt. Bangkok. Paris.,0,0
LOL.... You can't hate my Carmel dark skin!!!,0,0
His ass needs to be put on blast so now his wife can see wtf he's doing.,1,1
i hate people sometimes-today is one of those more than usual days,1,1
best of luck to you. That sucks but you'll be glad you did it. You need to come wrestle sometime,0,0
who u tellin i hate doing them im doing them now i was suppose to be orff an hour ago.....,0,0
 N!GG@ YUH K!ND@ GOT DAT LIL WAYNE THANG GO!N 0N,0,0
get some damn sleep! Sleepy Time tea is my savior  serious,1,1
 ....you gone wind up fucking her (is that what u wanna do  shawty),1,1
I LOVE Pocoyo!...because I'm a freak!,1,1
it always gets back 2 college football trash talk doesn't it? why can't we all just hate the USCtrojans and leave it there?,0,0
I love this weather because it isn't that cold. What I hate is the frozen winds of early February.,0,0
  great  yours?,0,0
"*sigh* oh  Karrine. You said the phrase ""Sluts with Butts"" on a site called MomLogic.com. You fuck'n rule! :) LMAO",1,1
  haha read my previous message :),0,0
  stalkerrrr,0,0
how so? It's more reasonable cause of the smaller age difference...plus Mikey's always sex deprived so he's a fucking animal.,0,1
  yes. like most websites i think people are addicted to having something to do :),0,0
 When is the last time you cried?,0,0
  Ohhhhh I get it now.,0,0
"I freakin hate that! For me it's ""Hi Rose"" Rose is my last name you idiot! LOL",0,1
But half the charm is in the eyes! I don't think I could fuck a man with only one  especially on his forehead.,0,0
xD! i know. hmm ....i wonder how it feels like to fuck bingo  hard .....hmmmm  i guss i'll never know D':,1,1
  Hahaha. Strange!:S,0,0
 oh frances hunny dont try and talk all ghetto your white ass doesnt fucking scare me  i will break you in fucking half.,0,1
"""its like it was a dream""....fag.",0,0
enak aja! nick carter ga gay!!,1,1
cool  i got it up and working. It's taking a damn long time tho; I'm pausing til a later date. Many thanx for the 411!,0,0
fuck if I know man. Were guys & don't think of that shit until afterwards. U usually go crazy with the camera but not this time,0,0
dudo your doggies are cute my aunt has a pug but it ate some of my mp3 and im just like damn so im music deprived now,0,0
  Nahhh your fine :),0,0
lots of ppl i know hate the song. was spreading it around & most ppl ask me whats wrong with me hehe. i think its so fantastic.,1,1
 for you is it f.o.e or &quot;family over everything&quot;?,0,0
ha ha loser :),1,1
I know it sucks  but I'm actually envious of you.  Though I have orientation for a tutoring program on the 14th.  Did I tell you?,1,1
shut your ass up I did....they got me though,1,1
na just a bitch of a teacher!!!!,0,1
 Can we be in two places at once?,0,0
Working out just hurts so damn good!! lol,0,0
a fat boy sweet talker?,1,1
whiterabbit819 stFu u ass i care and thats all that matters!,1,1
yeah man. A certain person has crawled up my ass all week.,0,0
It's not OCD. I do it constantly to anything I read that has typos in it. And I really hate it when I realize I've done it too!,0,0
 Crap  I'd better get my ass in gear.... you're catching up to me!,0,0
 Have you seen Titanic?,0,0
I actually piss ace of spade so its not that bad,0,0
Well get your ass busy!,1,1
"correction sir - I am a gay man in a woman's body as we already discussed. I just want to have ""big gay"" fun!",0,0
omg me too. for reals  it's getting outta control.  I wanna get off the pill man  i'm hungry all the fucking time! Lame!,0,0
 Do yew have a boyfran? :],0,0
  Actually i do!!! Just my whole experience with this fake a$$ friend!!</3,0,0
  uhh im not in school anymore..must be april hahhaa,0,0
  kkk. have fun!,0,0
ZOMGZ Fontfeed! I am such a Font Freak&#174;. I used to have 5000 fonts on my puter. The poor thing nearly choked to death on them.,1,1
God damn. That's some stocking up.,1,1
 If you could change one thing in the world  what would it be?,0,0
 is your brother okay now??,0,0
Hahah! I am sure she'll hate twitter for this  if not me :p,0,0
oh  ow...i hate that.,0,0
damn. Don't want to visit a country that doesn't allow passport smile. Just want to go to Cabo soon.,1,1
  easy Short Stack<3,0,0
Okami is fucking brilliant (i STILL havent finished it yet  and I'm like  nearly 30 hours in),0,0
i would hate that too. :(,0,1
Why Is He An Ass?,1,0
  smile hahah and say thank you :),0,0
Yeah but that four bucks is delicious. McD's coffee drink SUCKS!,0,0
weird.... Nick are you going emo??????,1,1
what genre exactly? I hate going to imdb  it is full of spoilers... is it like... rocky horror show ?,0,0
oh man that sucks!! LOL,0,1
 Hi tabi how&;s life,0,0
  thank you :),0,0
@womenwhotech I like *looking* at snow. Hate getting out in it. Of course  it's not likely to stick around. Not cold enough.,0,0
I hate you.,1,0
imagine a building. not any building...a fucking 300 acre building full of weed....not any weed...but Caucasian Monkey-fuck Weed!,1,1
  hahhaha I would probably die of laughter.,0,0
That's a damn shame  because they don't do veggie burgers. :),1,1
Damn............I guess he has a life :(   hahahahahha,1,1
Bey going to get her ass whipped!,1,1
damn L me got the boot...but thank jesus lord no pussy rips for you anytime soon...just more passion fruit and DR scholng,0,0
@igniter Hate to say it  but I can't make the convo today. Take my space for someone else.,0,0
hahaha! Thanks for the heads up. I hate when that happens,0,0
spice fucking a pumpkin,0,0
I hate you so much.,1,1
I AM NOT!! I cant believe you said that &gt;.&gt; Hate you so much right now,0,0
LOLI hate 'em too. I try to eat clean now and get all of what i can from lean meats. For you I know is a different case. Protein bars?,0,0
are you off bitch? I want BM it's my best friend! Damn it....hey don't forget FullMoon Getogether tonight,1,1
Just you wait  bitch!  You'll see.  There will be DOZENS and put together they'll ALMOST match ONE of yours time-wise!,0,0
- oh yeah! Actually these were done with no calories  carbs or fat! Amazing eh? :-) -http://twitpic.com/v440,0,0
Aw. That sucks. We'll have plenty of good food  wine  and company for you after though.,0,0
bitch you wish.,1,1
Ugh. Probably the same brain-deficient retard who stole my name on Youtube  Gaia  and all the faggy sites. How old is she?,1,1
And I hate godaddy's site so I'm having trouble changing it back AAAAGH!,0,0
violent ass...,1,1
Indeed. But the Collier conversation relationship head up your gleeful ass kumbaya stuff needs to be put out with the trash.,1,1
Why/how the fuck am I ranking above Fleshbot? Something's not right - maybe because you left. :) http://is.gd/a3Ah,0,0
yeah. time zones are a bitch.,0,0
Aww. Thanks dear. And I hate my gradeschool friends for ditching me. They forgot about me when we are suppose to be at her wake.=(,1,1
He's an asshole. I'd fucking bean him  for love of the game. Not starring Kevin Costner.,1,1
yeah cuz his show was on some wack ass arsenio for sports type shit  they need him in a jim rome type setting,0,1
 What&;s the secret to happiness?,0,0
but i thought every dude was a douchebag trying to fuck a pair of tits. way to not be. lame.,0,0
 Tabi  I love you. (: I will meet you one day (;,0,0
 How often do you wish you were a kid again?,0,0
follow me  you jackass. i hate you sometimes.,1,1
 Has you ever drawn on a drunk person?,0,0
  Bruno,0,0
 ever tried dancing in the rain?,0,0
Fuck that! I feel awful for you  having to wait out there!,1,1
DAMN YOU!!! Kay commercials kill me every time! GRR! :P,0,0
you hate is soooo cute though. &#9786;,0,0
I nominate @Badhorse_ for a Shorty Award in #green because... Why the fuck not?,1,1
 Hoe,0,1
the punk ass pistons?,1,1
sorry  you have no cred. Two words: pig ears,0,1
oh I know  you gave me my epiphany. Now let's kick 08' in the ass and start again,0,0
Hate to say it to you or hurt your feelings  Justine  but your Steelers are going DOWN next weekend!,0,0
  can you travel around the world in 80 days,0,0
Rooster is my bitch!,1,1
man  that sucks. need any more balls kicked? i'll do it!,1,1
"Thanks! I'm not familiar w/ the ""nerd heard"" language. You should add #NH  so I can say #WUW #NH @craigsanaotmy!",1,1
  just kidding :] ahha,0,0
oh god no. Divorced her fat ass 4 years ago. But I am dating a girl... and she thinks 2g's are hot,0,0
ur copping it? i offically hate you! the video it takes is ridiculous.,0,0
  ya so watz up nd y formspring changed,0,0
"""fuck the recession""",0,0
  30 mins tops,0,0
 Do you say I Love You to your friends all the time?:,0,0
HAHAHAHAHA that was finally. really tho I hate you.,0,0
 what is your ideal vacation?,0,0
 Cute :),0,0
OMG your so MEAN .. really really mean +_+  i hate you .. hifftt,1,1
what the? how the? damn it,1,1
  Not yet ;] Sure hope so here soon!! :D,0,0
Way to go loser  how does it feel to be an inanimate objects bitch? Must feel terrible to NEED something to be normal. Shame on you!,1,1
I would be saying the same damn thing about you. LMAO idc if I know you I'd be like see that ridiculous bitch? RI-DIC-U-LOUS,1,1
that sucks dude.. you should ream Apple a new one for that..,0,0
that's happened to me twice in the past 4 months. Pain in the ass. Much.,1,1
  I'm a blunt and funny dancing alien that doesn't care what anyone thinks and loves to have fun. ;],0,0
pimping your blog again  but damn funny.  specially including Connex,1,1
I imagine. Another thing  every time I open the Reader  my subscription folders are ALL open. I hate that too.,1,1
lol penelope died?? thats so depressive  i have a compaq it sucks  i dont have a name for my computer tho : ),0,1
That sucks.,1,1
lacey's ass is just to big considering how lil she used to be...lol,0,0
she got yo ass spooked!!!,0,0
Don't fogret how hamas took over Gaza executing Fatah throwing off skyscraprs. Some palestinians hate hamas more than israel #gaza,0,0
Word  they're in the way. Always grabbing the ankles and needing food/care. FUCK BABIES.,0,0
&lt;~Nerd Lol.. Thanks for making me smile with the reply though...,0,0
 If you could date any celebrity  who would it be?,0,0
Girl...you good. Lol at hearing your own name... Call me when you can. I'm the graduate damn it! Lol,0,0
  depends :P,0,0
uh uh u fucking bitch. haha dont take any coats  skinny jeans  slippers  gloves  bomber hats  or scarves.,1,1
 aw ill ask something so u dont go crazy ^_^  ok um what do you want in life :P,0,0
lol just rhyming  gay i know,1,1
ass balls... lmfao.,1,1
"Oh jeez  I had mercifully forgotten about fatman.  Should have been ""assholeman-who-will-piss-everyone-completely-the-fuck-off.""",1,1
would be at least 4gb at a guess. I ain't using it ATM  if you don't leech ur ass off you're welcome to lend it,1,1
Well good god damn.,1,1
 Hi my name is Andrew and I want to fuck your brains out you hoe,0,1
Fake ass Left Eye.,1,1
and people are always telling me they hate research ha ;),0,0
@derekbender It takes a real scumbag to steal from a community. Whoever stole the foosball table can bet I will fuck you up.,1,1
  not really when i first meet them,0,0
Any chance of some Charge Tees for Fat Guys? American Apparel hates big folks.,0,0
AH! i was too! I hated that bitch. I want Bob or Sugar to win:),1,1
THANK YOU! Beautifully worded. I'm so fucking sick of people just hating for hating. Everyone think they're so deep these days.,1,1
Damn! What are you  Jordan's personal assistant? Okay  I'm sorry! I won't anymore,0,0
Me will be snoring in about 10... tired. I woke up at 5  damn it all,0,0
@iglazer dick's announcement has to make the defrag fleece a collectible now  right?,0,0
  EGYPT! :),0,0
"you should have her talk to @junsten about that. Similarly  he once told me  completely out of the blue  ""I'd hate to be a bird.""",1,1
that sucks :(,1,1
@bosca Been a Geek is something I know i am proud off. A nerd I am not lol.,0,0
you should start obsessing over him it might freak the delivery guy out.,1,1
Yo  baby! Ain't nobotty gona luv u like I gona luv you. That other boy just be a pretender and a poser. My luv be duh real thang! :),0,0
You're soft...Dude ran our country into the ground with no shame whatsoever...People need to be throwing boots  fuck a shoe...,1,1
just use water  loser.,1,1
I can't abide Family Guy  I hate it more than David Dickinson and believe me  thats a lot.,1,0
 What is the first thing you notice in the opposite sex?,0,0
dont worry im not anywhere near that club 2nite..ghetto ass poetry club,0,0
Totally agree on AC/DC. They are damn near the perfect rock n roll band.,0,0
don't you hate that?  Though I have so much product to make by the weekend I wish it was Tuesday.,1,1
 Do you like this dress I ordered earlier? http://www.topshop.com/webapp/wcs/stores/servlet/ProductDisplay?beginIndex=20&amp;viewAllFlag=false&amp;catalogId=19551&amp;storeId=12556&amp;categoryId=160952&amp;parent_category_rn=42344&amp;productId=1762331&amp;langId=-1,0,0
Don't you just hate deciding on things.,1,1
I haven't started mine yet and don't know that it's happening. I'm a card freak  though  so probably I will send something.,1,1
 Would you ever save a prostitutes life?,0,0
FUCK YEAH BIOSHOCK! Tell me how the apartment hunt goes!,1,1
"He's got NO right  but that makes no diff to him. He's just still mad he went from ""cotdamn!!"" to ""oh.....damn.""",0,0
And the fat crow has left the nest; repeat  the fat crow has left the nest.,0,0
 are you working?,0,0
  nope never. would never.,0,0
you'll be a a monit-whore.,1,1
don't get me started about my slumlord. Did you make it into work? It's NUTTY outside. I love this weather! (but hate winter ttc),0,0
argh fucking motherfuckers!!!!='(((( I can't believe it dude the place is legendary...how dare they..,1,1
"the explosion of social media into mainstream business.  We will see everyone joining Twitter  its the ""year of the nerd""",1,1
lady  i wanna fuck your tumblr.,1,1
u whore...,1,1
 B muhh qirl babe   cuhh I kan qive you thaa world <3,0,0
"HAHAHA. tom cruise ""I WILL FUCK YOU UP""",1,1
my bro-in-law is an eco freak (i mean this in the nicest way. No  really) so i once got him a case of recycled toilet paper.,0,0
I hate you so much I just want to smash your face.,1,1
Stop it with that damn song,0,0
NO.  U can't sleep either?  Don't you hate it????,0,0
LOL Iowa sucks that is true,0,0
but @streko said i need to be more of a dick  so  here it goes: Stop tweeting so much! Gosh!! (ducks),0,0
"Hey  checked out the new podcast  laughed my ass off. I missed you guys. ""Got a new ball belt  you're gonna love it."" Classic.",0,0
fuck u and ur fucking break =/,1,1
Yeah  I mean I know the plan and the creative are kick-ass. But sometimes clients have a warped view.,1,1
  kkkkkkkkk,0,0
  the cancer my little brother had to never come back!,0,0
duh! fat fish and winning the lottery go hand in hand,1,1
Not to me :/ damn though. i hate being sick.,1,1
- Daniel  are you doing any fat loss seminars in January? I've heard from lots of Aussies who want one! You'd be great!,0,0
hangs longer than u while u lay there on ur ass! 1 day u gonna look back @ these days & ask urself where did ur life go?,1,1
"I guess that song represents Bono's ""dark"" period. Fuck saving them. Be happy with your wealth.",1,1
